iter	RMSE
573	98.42407496
574	98.41086463
575	98.39964338
576	98.38422957
577	98.37346785
578	98.35758668
579	98.35046224
580	98.34376154
581	98.33105967
582	98.31903697
583	98.31060189
584	98.29911412
585	98.28865298
586	98.2761729
587	98.26775111
588	98.25223565
589	98.2441303
590	98.23261455
591	98.22414087
592	98.21335631
593	98.2043445
594	98.19474824
595	98.18415192
596	98.17464835
597	98.16168588
598	98.15452311
599	98.14678088
600	98.13842076
601	98.1291318
602	98.11333599
603	98.10793395
604	98.09263366
605	98.08281772
606	98.07389939
607	98.06334481
608	98.05605882
609	98.04717559
610	98.03559113
611	98.0254668
612	98.01548213
613	98.00798651
614	97.99401879
615	97.98596027
616	97.98412856
617	97.97789753
618	97.9667272
619	97.9578095
620	97.94743113
621	97.93664826
622	97.9222441
623	97.91339765
624	97.90532414
625	97.89652381
626	97.88270558
627	97.87733209
628	97.86233718
629	97.8541775
630	97.84263557
631	97.82935863
632	97.82267001
633	97.81025858
634	97.80397024
635	97.78840211
636	97.78215566
637	97.77295706
638	97.76587424
639	97.7581288
640	97.75014466
641	97.74401309
642	97.73300862
643	97.7261038
644	97.7193464
645	97.71203098
646	97.70188654
647	97.69466758
648	97.68821481
649	97.68429414
650	97.68197439
651	97.66967527
652	97.656946
653	97.64882582
654	97.63605684
655	97.62747342
656	97.61634068
657	97.60631938
658	97.60023842
659	97.5898278
660	97.57911064
661	97.57099097
662	97.56319342
663	97.55424351
664	97.5431879
665	97.53244946
666	97.5245402
667	97.51592201
668	97.50822926
669	97.50204901
670	97.49355612
671	97.48678531
672	97.47860373
673	97.46583294
674	97.45464259
675	97.45152952
676	97.44031775
677	97.42998195
678	97.4196877
679	97.40903638
680	97.40527258
681	97.3983909
682	97.38838849
683	97.37990537
684	97.36568065
685	97.35088446
686	97.34021394
687	97.33480765
688	97.32545332
689	97.31797333
690	97.30859746
691	97.30453216
692	97.29575309
693	97.28835908
694	97.27717598
695	97.26804912
696	97.26087759
697	97.250073
698	97.24182011
699	97.23307409
700	97.22954065
701	97.22132175
702	97.21257233
703	97.20698055
704	97.20009588
705	97.19100791
706	97.1829866
707	97.17556431
708	97.16511935
709	97.15485148
710	97.14340332
711	97.13570647
712	97.12327234
713	97.11669922
714	97.10574396
715	97.09566909
716	97.08783175
717	97.0782672
718	97.06497161
719	97.05388167
720	97.04787359
721	97.04016357
722	97.03070583
723	97.02121765
724	97.00799435
725	97.00328102
726	96.99694536
727	96.98767809
728	96.97315035
729	96.96413839
730	96.95896598
731	96.94330251
732	96.93329479
733	96.92617495
734	96.91815429
735	96.90987073
736	96.90631356
737	96.89758813
738	96.88733973
739	96.87868084
740	96.87455703
741	96.8643895
742	96.85451983
743	96.84491976
744	96.83626905
745	96.82321168
746	96.81465996
747	96.80823248
748	96.79983247
749	96.79419457
750	96.78819234
751	96.77901621
752	96.77153467
753	96.75890405
754	96.74938625
755	96.74124942
756	96.73495776
757	96.72438898
758	96.71488647
759	96.70789627
760	96.6969569
761	96.69333703
762	96.68116587
763	96.6711699
764	96.66176732
765	96.65454757
766	96.64391814
767	96.63596764
768	96.62959464
769	96.61883619
770	96.60935312
771	96.60411862
772	96.5963992
773	96.58860712
774	96.5779053
775	96.56847933
776	96.56046452
777	96.5558775
778	96.54726761
779	96.53524716
780	96.53134519
781	96.52472387
782	96.51020897
783	96.50168174
784	96.49307486
785	96.4801121
786	96.47186347
787	96.46138994
788	96.4486936
789	96.43796962
790	96.43034155
791	96.4197645
792	96.4108595
793	96.40082969
794	96.39469647
795	96.38747226
796	96.3806954
797	96.37361715
798	96.36733313
799	96.35816311
800	96.35295115
801	96.34247888
802	96.33666823
803	96.32886946
804	96.32195668
805	96.31536017
806	96.30587809
807	96.29563558
808	96.28886164
809	96.27767566
810	96.26816008
811	96.26293584
812	96.25274268
813	96.24341099
814	96.2394366
815	96.23258109
816	96.22533528
817	96.21286516
818	96.20336102
819	96.19389371
820	96.18561522
821	96.17406111
822	96.16541566
823	96.15230052
824	96.14212387
825	96.13500788
826	96.12797232
827	96.12055355
828	96.11273661
829	96.10409114
830	96.0949405
831	96.08979603
832	96.07948244
833	96.06906059
834	96.05877912
835	96.05288244
836	96.04489923
837	96.03400814
838	96.02549053
839	96.02010742
840	96.01679381
841	96.00740494
842	95.99779228
843	95.98509771
844	95.97592677
845	95.96459369
846	95.9586191
847	95.94682299
848	95.93313616
849	95.92687073
850	95.91658088
851	95.90868186
852	95.90116746
853	95.89606858
854	95.89326655
855	95.88632438
856	95.87639869
857	95.86816618
858	95.85980678
859	95.85118227
860	95.84035765
861	95.83307162
862	95.82377007
863	95.81510963
864	95.80534721
865	95.79590988
866	95.7851753
867	95.77652532
868	95.76848853
869	95.76358211
870	95.75593329
871	95.74684107
872	95.73694876
873	95.72511343
874	95.71764032
875	95.70822552
876	95.70168926
877	95.68965944
878	95.68396219
879	95.6709135
880	95.66257221
881	95.65508947
882	95.64989612
883	95.64014094
884	95.63338937
885	95.62408663
886	95.61770748
887	95.61104411
888	95.60113115
889	95.5891793
890	95.58122263
891	95.57443764
892	95.56212576
893	95.55594934
894	95.55040141
895	95.53675761
896	95.53098692
897	95.52435751
898	95.51541556
899	95.50569304
900	95.49524119
901	95.4902788
902	95.4806103
903	95.47326035
904	95.46553919
905	95.45777515
906	95.4478278
907	95.44319329
908	95.43794453
909	95.43296829
910	95.42689149
911	95.41720668
912	95.41404676
913	95.40525067
914	95.39711731
915	95.39263862
916	95.38105855
917	95.37587047
918	95.36547343
919	95.35737728
920	95.35125487
921	95.34703575
922	95.33574512
923	95.32755644
924	95.32040078
925	95.31359241
926	95.30589771
927	95.29999049
928	95.29392687
929	95.29140875
930	95.28376064
931	95.27515379
932	95.26404402
933	95.26152659
934	95.24933287
935	95.2441547
936	95.23293012
937	95.22415438
938	95.21138661
939	95.20464128
940	95.2036606
941	95.19081883
942	95.1843485
943	95.17589484
944	95.16467501
945	95.15502257
946	95.14895498
947	95.1425129
948	95.13146506
949	95.1244939
950	95.11374933
951	95.10868833
952	95.1020781
953	95.09123757
954	95.08065932
955	95.07339333
956	95.07128917
957	95.06312516
958	95.05581287
959	95.0473813
960	95.03757564
961	95.02991696
962	95.01748558
963	95.01083374
964	95.00059592
965	94.99548042
966	94.98910588
967	94.98452222
968	94.9771834
969	94.97089881
970	94.9636145
971	94.95910181
972	94.95118812
973	94.94026668
974	94.93658977
975	94.92716341
976	94.91600624
977	94.91030671
978	94.90437814
979	94.89709158
980	94.88693982
981	94.8742082
982	94.86860016
983	94.8590568
984	94.84981783
985	94.83992584
986	94.83336325
987	94.82751635
988	94.81834825
989	94.8107686
990	94.80279283
991	94.79520376
992	94.78324748
993	94.77386157
994	94.76604602
995	94.75494766
996	94.75170704
997	94.7432564
998	94.735572
999	94.72612769
1000	94.71597914
1001	94.70695726
1002	94.69834089
1003	94.69042063
1004	94.68394753
1005	94.67490675
1006	94.67312634
1007	94.66305832
1008	94.65844106
1009	94.65382623
1010	94.64938758
1011	94.64215217
1012	94.63273869
1013	94.62157218
1014	94.61691415
1015	94.60738073
1016	94.59555692
1017	94.58415749
1018	94.57706171
1019	94.57133332
1020	94.56785118
1021	94.5561921
1022	94.54696027
1023	94.53997773
1024	94.53158655
1025	94.52413431
1026	94.51526799
1027	94.50915153
1028	94.50050307
1029	94.49245018
1030	94.48470078
1031	94.473081
1032	94.46324509
1033	94.45339427
1034	94.44656274
1035	94.44020801
1036	94.43515407
1037	94.42612527
1038	94.41727031
1039	94.40723813
1040	94.39960352
1041	94.39141895
1042	94.38357578
1043	94.3720943
1044	94.36558377
1045	94.35641517
1046	94.35428612
1047	94.34559766
1048	94.34024471
1049	94.33387301
1050	94.32340555
1051	94.31784602
1052	94.31374617
1053	94.30561024
1054	94.29900436
1055	94.28924635
1056	94.28013031
1057	94.27357681
1058	94.26844308
1059	94.26281576
1060	94.25119229
1061	94.2408907
1062	94.23726728
1063	94.22878462
1064	94.22193415
1065	94.21228646
1066	94.20167906
1067	94.19443264
1068	94.18550171
1069	94.17769324
1070	94.17012105
1071	94.16293242
1072	94.15593907
1073	94.14872598
1074	94.13683145
1075	94.13010099
1076	94.1216771
1077	94.11384761
1078	94.10617974
1079	94.09894796
1080	94.09404095
1081	94.07749289
1082	94.0699241
1083	94.06400968
1084	94.05225399
1085	94.04730596
1086	94.03781367
1087	94.03236734
1088	94.02679313
1089	94.02062404
1090	94.01542813
1091	94.005471
1092	94.00051068
1093	93.9900254
1094	93.97695825
1095	93.97029376
1096	93.96341319
1097	93.95574133
1098	93.94933656
1099	93.9373586
1100	93.93318682
1101	93.92617758
1102	93.92201974
1103	93.91436789
1104	93.90762848
1105	93.90293015
1106	93.88907944
1107	93.88267286
1108	93.87490946
1109	93.86792736
1110	93.86257239
1111	93.8513892
1112	93.84536838
1113	93.83404832
1114	93.82810853
1115	93.82314744
1116	93.81513724
1117	93.80742292
1118	93.80221623
1119	93.79518574
1120	93.79038204
1121	93.78407531
1122	93.77630839
1123	93.76640781
1124	93.76221762
1125	93.75610501
1126	93.74890842
1127	93.74105188
1128	93.73379486
1129	93.72567045
1130	93.71769562
1131	93.71036013
1132	93.70713452
1133	93.70117382
1134	93.69387666
1135	93.68836447
1136	93.68275329
1137	93.67564826
1138	93.66952454
1139	93.66029381
1140	93.65121315
1141	93.64407911
1142	93.63892637
1143	93.62870973
1144	93.62139758
1145	93.61548322
1146	93.60747541
1147	93.60057055
1148	93.58938151
1149	93.57833612
1150	93.57223098
1151	93.56692057
1152	93.56145683
1153	93.55479065
1154	93.54777981
1155	93.5424734
1156	93.53713969
1157	93.53015626
1158	93.52473872
1159	93.51899925
1160	93.51066352
1161	93.50478425
1162	93.49646727
1163	93.48782273
1164	93.48154515
1165	93.47572683
1166	93.46699291
1167	93.46079346
1168	93.4567374
1169	93.4423986
1170	93.43662946
1171	93.42457934
1172	93.41672656
1173	93.40815935
1174	93.4037626
1175	93.39367938
1176	93.38858254
1177	93.38076484
1178	93.37000959
1179	93.36299824
1180	93.35500468
1181	93.35146148
1182	93.34695796
1183	93.3410254
1184	93.33289216
1185	93.32528208
1186	93.31539229
1187	93.30405779
1188	93.29536504
1189	93.29026185
1190	93.28108983
1191	93.2729168
1192	93.26749576
1193	93.26004253
1194	93.25530118
1195	93.24847606
1196	93.24161568
1197	93.2340029
1198	93.23135079
1199	93.22412096
1200	93.2181119
1201	93.2099682
1202	93.20191164
1203	93.19101841
1204	93.182277
1205	93.17663241
1206	93.1705432
1207	93.16621017
1208	93.15872793
1209	93.15310177
1210	93.14661494
1211	93.13979326
1212	93.13539428
1213	93.1255665
1214	93.11853833
1215	93.10889553
1216	93.10299323
1217	93.09477662
1218	93.08416189
1219	93.07557575
1220	93.06718815
1221	93.06228828
1222	93.05708841
1223	93.05238838
1224	93.04418596
1225	93.03567997
1226	93.02992737
1227	93.02251521
1228	93.01141755
1229	93.00421028
1230	92.9945118
1231	92.98863353
1232	92.98196039
1233	92.97408934
1234	92.9679545
1235	92.96328122
1236	92.95400874
1237	92.94856234
1238	92.9435248
1239	92.93888773
1240	92.93048552
1241	92.92347769
1242	92.9180961
1243	92.90918164
1244	92.89870422
1245	92.89387043
1246	92.88464106
1247	92.87765432
1248	92.87082915
1249	92.86666153
1250	92.85858236
1251	92.85112631
1252	92.84349243
1253	92.83492325
1254	92.8303736
1255	92.82391216
1256	92.81949586
1257	92.81319853
1258	92.80765024
1259	92.80140042
1260	92.79763462
1261	92.79143627
1262	92.78492598
1263	92.7785076
1264	92.771429
1265	92.76669226
1266	92.76285955
1267	92.75613159
1268	92.75082226
1269	92.74539501
1270	92.73893144
1271	92.7316618
1272	92.72342283
1273	92.71575557
1274	92.70736506
1275	92.69942841
1276	92.69489579
1277	92.68762158
1278	92.68384538
1279	92.67452927
1280	92.66694698
1281	92.66050474
1282	92.65308272
1283	92.64210288
1284	92.63457175
1285	92.62369501
1286	92.61695386
1287	92.61461155
1288	92.60739033
1289	92.59980841
1290	92.59313717
1291	92.58405745
1292	92.57580107
1293	92.56622112
1294	92.56192732
1295	92.54983704
1296	92.54195148
1297	92.53490111
1298	92.53001521
1299	92.52237773
1300	92.51680534
1301	92.50949693
1302	92.50250099
1303	92.49365615
1304	92.48272683
1305	92.47774194
1306	92.46909013
1307	92.46390974
1308	92.45626759
1309	92.44999216
1310	92.44158398
1311	92.43569895
1312	92.42586999
1313	92.41703221
1314	92.4103826
1315	92.40288445
1316	92.40062234
1317	92.39482474
1318	92.38571061
1319	92.37649916
1320	92.37087027
1321	92.36019597
1322	92.35405341
1323	92.34693583
1324	92.34340664
1325	92.33643144
1326	92.32888827
1327	92.32059152
1328	92.31398771
1329	92.3074184
1330	92.30385986
1331	92.30045767
1332	92.29599742
1333	92.28714517
1334	92.28302675
1335	92.27706647
1336	92.27040583
1337	92.26248822
1338	92.25070367
1339	92.2460003
1340	92.24269923
1341	92.23401236
1342	92.22994268
1343	92.22164234
1344	92.21466534
1345	92.20660167
1346	92.19818188
1347	92.19300289
1348	92.18449222
1349	92.17649143
1350	92.16734173
1351	92.16148826
1352	92.15581685
1353	92.1517106
1354	92.14565624
1355	92.13680067
1356	92.12725086
1357	92.11918954
1358	92.11351396
1359	92.11009019
1360	92.10132673
1361	92.09203382
1362	92.08677237
1363	92.07767467
1364	92.0720183
1365	92.06444032
1366	92.06134877
1367	92.05687924
1368	92.04770603
1369	92.04328669
1370	92.03536014
1371	92.02762917
1372	92.02248675
1373	92.01704292
1374	92.01077186
1375	92.00528837
1376	91.99963218
1377	91.99059694
1378	91.98612378
1379	91.97851355
1380	91.97160819
1381	91.96731581
1382	91.95770775
1383	91.9511082
1384	91.94086262
1385	91.93452878
1386	91.92762421
1387	91.91941724
1388	91.91542848
1389	91.90994448
1390	91.90513856
1391	91.90086143
1392	91.89701075
1393	91.88994002
1394	91.8850872
1395	91.87766659
1396	91.87152651
1397	91.86893882
1398	91.86302834
1399	91.85858531
1400	91.85277813
1401	91.84982901
1402	91.84330637
1403	91.83996092
1404	91.83585564
1405	91.82676097
1406	91.82147725
1407	91.81574436
1408	91.80799316
1409	91.79740752
1410	91.79021703
1411	91.78521952
1412	91.77940361
1413	91.77269478
1414	91.75888583
1415	91.75271104
1416	91.7494364
1417	91.74302579
1418	91.73361649
1419	91.72715967
1420	91.7198919
1421	91.71220481
1422	91.70664442
1423	91.70186594
1424	91.69400594
1425	91.6873758
1426	91.68013241
1427	91.67174192
1428	91.66278003
1429	91.65548427
1430	91.64713085
1431	91.64138201
1432	91.63539757
1433	91.62705532
1434	91.61986361
1435	91.60931264
1436	91.60301754
1437	91.59618853
1438	91.58745931
1439	91.58067223
1440	91.571578
1441	91.55855288
1442	91.55230883
1443	91.54418218
1444	91.53311891
1445	91.52549269
1446	91.51805246
1447	91.5137194
1448	91.50692087
1449	91.49936664
1450	91.49504525
1451	91.48792669
1452	91.48203621
1453	91.47741266
1454	91.46978836
1455	91.46328557
1456	91.45740883
1457	91.44905609
1458	91.44013283
1459	91.43198898
1460	91.42597781
1461	91.42057022
1462	91.40974209
1463	91.4061599
1464	91.39405157
1465	91.38928377
1466	91.38403582
1467	91.37834817
1468	91.37444023
1469	91.3647827
1470	91.35895569
1471	91.35229067
1472	91.34725546
1473	91.34060339
1474	91.33729073
1475	91.33269621
1476	91.3233636
1477	91.31635102
1478	91.31046557
1479	91.30623655
1480	91.30020674
1481	91.29342593
1482	91.28811723
1483	91.28603242
1484	91.2776935
1485	91.27699398
1486	91.2697019
1487	91.26104658
1488	91.25696934
1489	91.24802288
1490	91.24200872
1491	91.23632401
1492	91.22628661
1493	91.21692464
1494	91.20876713
1495	91.20271188
1496	91.19880461
1497	91.19138461
1498	91.18686797
1499	91.17903359
1500	91.17148398
1501	91.16603032
1502	91.15883238
1503	91.15354597
1504	91.14907655
1505	91.1425821
1506	91.13307854
1507	91.12267306
1508	91.11888522
1509	91.11355577
1510	91.10638045
1511	91.09884258
1512	91.09092987
1513	91.08292077
1514	91.07891781
1515	91.07544457
1516	91.06961157
1517	91.06154451
1518	91.05307629
1519	91.04928858
1520	91.04089962
1521	91.03798219
1522	91.0312426
1523	91.02561858
1524	91.01773901
1525	91.01106634
1526	91.00583687
1527	91.00000541
1528	90.99319294
1529	90.98614374
1530	90.98058137
1531	90.97404276
1532	90.96834479
1533	90.96223665
1534	90.95655858
1535	90.95062104
1536	90.94677477
1537	90.94014549
1538	90.93753797
1539	90.93427072
1540	90.9285794
1541	90.92152192
1542	90.91092846
1543	90.9024155
1544	90.89754347
1545	90.88978542
1546	90.88290544
1547	90.87669942
1548	90.87156665
1549	90.86789644
1550	90.85979126
1551	90.85354824
1552	90.84696049
1553	90.83849379
1554	90.83404999
1555	90.82690139
1556	90.82338616
1557	90.81748543
1558	90.81164435
1559	90.80777437
1560	90.80111513
1561	90.79422575
1562	90.78401436
1563	90.77709677
1564	90.77238447
1565	90.76755876
1566	90.76027658
1567	90.75422603
1568	90.74857524
1569	90.74323899
1570	90.74007081
1571	90.73521756
1572	90.7246384
1573	90.71748909
1574	90.71012603
1575	90.705968
1576	90.69962046
1577	90.6926563
1578	90.68293503
1579	90.67568744
1580	90.67056718
1581	90.66353467
1582	90.65685467
1583	90.65223764
1584	90.64297098
1585	90.63463456
1586	90.62707175
1587	90.62139765
1588	90.61418289
1589	90.60852012
1590	90.60377314
1591	90.5990242
1592	90.592325
1593	90.58844198
1594	90.58153875
1595	90.5732012
1596	90.56600778
1597	90.55908361
1598	90.55399734
1599	90.55057367
1600	90.54461941
1601	90.53742787
1602	90.53290986
1603	90.5263549
1604	90.52037328
1605	90.51238962
1606	90.50831168
1607	90.50016491
1608	90.49404668
1609	90.48525237
1610	90.47774544
1611	90.47534917
1612	90.47195228
1613	90.46554441
1614	90.45880625
1615	90.45260978
1616	90.44609018
1617	90.44101122
1618	90.43674547
1619	90.43271303
1620	90.42376966
1621	90.41786644
1622	90.4126689
1623	90.40601506
1624	90.40022124
1625	90.39279712
1626	90.38888226
1627	90.38488745
1628	90.37925259
1629	90.37357311
1630	90.36464852
1631	90.3602471
1632	90.35126529
1633	90.34306171
1634	90.33886365
1635	90.3325926
1636	90.32811524
1637	90.32162559
1638	90.31652
1639	90.31194328
1640	90.30296843
1641	90.29892712
1642	90.29537584
1643	90.28505174
1644	90.28143428
1645	90.27481233
1646	90.26781765
1647	90.25929795
1648	90.2522487
1649	90.24655204
1650	90.2412113
1651	90.23760614
1652	90.23131205
1653	90.23033629
1654	90.22776893
1655	90.21851432
1656	90.2109839
1657	90.206231
1658	90.198648
1659	90.19201474
1660	90.18218882
1661	90.17374657
1662	90.16979615
1663	90.16640818
1664	90.15674379
1665	90.15076713
1666	90.14300878
1667	90.1402118
1668	90.13501818
1669	90.12825877
